Order,Sample_ID,Year,Treatment,Season,Replicate,Count,Experiment
rhodospirillales,2018-NH-Bloom-B,2018,NH,Bloom,B,4,Herbicide
rhodospirillales,2018-NH-Harvest-C,2018,NH,Harvest,C,3,Herbicide
rhodospirillales,2018-SF-Bloom-B,2018,SF,Bloom,B,1,Fertilizer
rhodospirillales,2018-SF-Harvest-C,2018,SF,Harvest,C,2,Fertilizer
rhodospirillales,2018-OF-Bloom-A,2018,OF,Bloom,A,2,Fertilizer
rhodospirillales,2016-H-Bud-A,2016,H,Bud,A,2,Herbicide
rhodospirillales,2016-H-Bud-B,2016,H,Bud,B,0,Herbicide
rhodospirillales,2016-H-Bud-C,2016,H,Bud,C,1,Herbicide
rhodospirillales,2016-H-Bloom-A,2016,H,Bloom,A,1,Herbicide
rhodospirillales,2016-H-Bloom-B,2016,H,Bloom,B,3,Herbicide
rhodospirillales,2016-H-Bloom-C,2016,H,Bloom,C,2,Herbicide
rhodospirillales,2016-H-Veraison-A,2016,H,Veraison,A,2,Herbicide
rhodospirillales,2016-H-Veraison-B,2016,H,Veraison,B,6,Herbicide
rhodospirillales,2016-H-Veraison-C,2016,H,Veraison,C,2,Herbicide
rhodospirillales,2016-H-Harvest-A,2016,H,Harvest,A,1,Herbicide
rhodospirillales,2016-H-Harvest-B,2016,H,Harvest,B,4,Herbicide
rhodospirillales,2016-H-Harvest-C,2016,H,Harvest,C,1,Herbicide
rhodospirillales,2016-HW-Bud-A,2016,HW,Bud,A,12,Crop Cover
rhodospirillales,2016-HW-Bud-B,2016,HW,Bud,B,9,Crop Cover
rhodospirillales,2016-HW-Bud-C,2016,HW,Bud,C,0,Crop Cover
rhodospirillales,2016-HW-Bloom-A,2016,HW,Bloom,A,2,Crop Cover
rhodospirillales,2016-HW-Bloom-B,2016,HW,Bloom,B,0,Crop Cover
rhodospirillales,2016-HW-Bloom-C,2016,HW,Bloom,C,1,Crop Cover
rhodospirillales,2016-HW-Veraison-A,2016,HW,Veraison,A,0,Crop Cover
rhodospirillales,2016-HW-Veraison-B,2016,HW,Veraison,B,2,Crop Cover
rhodospirillales,2016-HW-Veraison-C,2016,HW,Veraison,C,0,Crop Cover
rhodospirillales,2016-HW-Harvest-A,2016,HW,Harvest,A,0,Crop Cover
rhodospirillales,2016-HW-Harvest-B,2016,HW,Harvest,B,1,Crop Cover
rhodospirillales,2016-HW-Harvest-C,2016,HW,Harvest,C,2,Crop Cover
rhodospirillales,2016-LW-Bud-A,2016,LW,Bud,A,4,Crop Cover
rhodospirillales,2016-LW-Bud-B,2016,LW,Bud,B,0,Crop Cover
rhodospirillales,2016-LW-Bud-C,2016,LW,Bud,C,0,Crop Cover
rhodospirillales,2016-LW-Bloom-A,2016,LW,Bloom,A,2,Crop Cover
rhodospirillales,2016-LW-Bloom-B,2016,LW,Bloom,B,0,Crop Cover
rhodospirillales,2016-LW-Bloom-C,2016,LW,Bloom,C,2,Crop Cover
rhodospirillales,2016-LW-Veraison-A,2016,LW,Veraison,A,3,Crop Cover
rhodospirillales,2016-LW-Veraison-B,2016,LW,Veraison,B,2,Crop Cover
rhodospirillales,2016-LW-Veraison-C,2016,LW,Veraison,C,2,Crop Cover
rhodospirillales,2016-LW-Harvest-A,2016,LW,Harvest,A,1,Crop Cover
rhodospirillales,2016-LW-Harvest-B,2016,LW,Harvest,B,1,Crop Cover
rhodospirillales,2016-LW-Harvest-C,2016,LW,Harvest,C,2,Crop Cover
rhodospirillales,2016-NCC-Bud-A,2016,NCC,Bud,A,0,Crop Cover
rhodospirillales,2016-NCC-Bud-B,2016,NCC,Bud,B,1,Crop Cover
rhodospirillales,2016-NCC-Bud-C,2016,NCC,Bud,C,1,Crop Cover
rhodospirillales,2016-NCC-Bloom-A,2016,NCC,Bloom,A,2,Crop Cover
rhodospirillales,2016-NCC-Bloom-B,2016,NCC,Bloom,B,1,Crop Cover
rhodospirillales,2016-NCC-Bloom-C,2016,NCC,Bloom,C,0,Crop Cover
rhodospirillales,2016-NCC-Veraison-A,2016,NCC,Veraison,A,5,Crop Cover
rhodospirillales,2016-NCC-Veraison-B,2016,NCC,Veraison,B,0,Crop Cover
rhodospirillales,2016-NCC-Veraison-C,2016,NCC,Veraison,C,0,Crop Cover
rhodospirillales,2016-NCC-Harvest-A,2016,NCC,Harvest,A,2,Crop Cover
rhodospirillales,2016-NCC-Harvest-B,2016,NCC,Harvest,B,1,Crop Cover
rhodospirillales,2016-NCC-Harvest-C,2016,NCC,Harvest,C,1,Crop Cover
rhodospirillales,2016-NF-Bud-A,2016,NF,Bud,A,1,Fertilizer
rhodospirillales,2016-NF-Bud-B,2016,NF,Bud,B,0,Fertilizer
rhodospirillales,2016-NF-Bud-C,2016,NF,Bud,C,6,Fertilizer
rhodospirillales,2016-NF-Bloom-A,2016,NF,Bloom,A,2,Fertilizer
rhodospirillales,2016-NF-Bloom-B,2016,NF,Bloom,B,0,Fertilizer
rhodospirillales,2016-NF-Bloom-C,2016,NF,Bloom,C,2,Fertilizer
rhodospirillales,2016-NF-Veraison-A,2016,NF,Veraison,A,3,Fertilizer
rhodospirillales,2016-NF-Veraison-B,2016,NF,Veraison,B,1,Fertilizer
rhodospirillales,2016-NF-Veraison-C,2016,NF,Veraison,C,2,Fertilizer
rhodospirillales,2016-NF-Harvest-A,2016,NF,Harvest,A,11,Fertilizer
rhodospirillales,2016-NF-Harvest-B,2016,NF,Harvest,B,1,Fertilizer
rhodospirillales,2016-NF-Harvest-C,2016,NF,Harvest,C,1,Fertilizer
rhodospirillales,2016-NH-Bud-A,2016,NH,Bud,A,1,Herbicide
rhodospirillales,2016-NH-Bud-B,2016,NH,Bud,B,3,Herbicide
rhodospirillales,2016-NH-Bud-C,2016,NH,Bud,C,3,Herbicide
rhodospirillales,2016-NH-Bloom-A,2016,NH,Bloom,A,0,Herbicide
rhodospirillales,2016-NH-Bloom-B,2016,NH,Bloom,B,1,Herbicide
rhodospirillales,2016-NH-Bloom-C,2016,NH,Bloom,C,2,Herbicide
rhodospirillales,2016-NH-Veraison-A,2016,NH,Veraison,A,3,Herbicide
rhodospirillales,2016-NH-Veraison-B,2016,NH,Veraison,B,0,Herbicide
rhodospirillales,2016-NH-Veraison-C,2016,NH,Veraison,C,5,Herbicide
rhodospirillales,2016-NH-Harvest-A,2016,NH,Harvest,A,1,Herbicide
rhodospirillales,2016-NH-Harvest-B,2016,NH,Harvest,B,2,Herbicide
rhodospirillales,2016-NH-Harvest-C,2016,NH,Harvest,C,0,Herbicide
rhodospirillales,2016-OF-Bud-A,2016,OF,Bud,A,2,Fertilizer
rhodospirillales,2016-OF-Bud-B,2016,OF,Bud,B,0,Fertilizer
rhodospirillales,2016-OF-Bud-C,2016,OF,Bud,C,0,Fertilizer
rhodospirillales,2016-OF-Bloom-A,2016,OF,Bloom,A,0,Fertilizer
rhodospirillales,2016-OF-Bloom-B,2016,OF,Bloom,B,2,Fertilizer
rhodospirillales,2016-OF-Bloom-C,2016,OF,Bloom,C,3,Fertilizer
rhodospirillales,2016-OF-Veraison-A,2016,OF,Veraison,A,2,Fertilizer
rhodospirillales,2016-OF-Veraison-B,2016,OF,Veraison,B,3,Fertilizer
rhodospirillales,2016-OF-Veraison-C,2016,OF,Veraison,C,5,Fertilizer
rhodospirillales,2016-OF-Harvest-A,2016,OF,Harvest,A,1,Fertilizer
rhodospirillales,2016-OF-Harvest-B,2016,OF,Harvest,B,2,Fertilizer
rhodospirillales,2016-OF-Harvest-C,2016,OF,Harvest,C,2,Fertilizer
rhodospirillales,2016-SF-Bud-A,2016,SF,Bud,A,0,Fertilizer
rhodospirillales,2016-SF-Bud-B,2016,SF,Bud,B,0,Fertilizer
rhodospirillales,2016-SF-Bud-C,2016,SF,Bud,C,5,Fertilizer
rhodospirillales,2016-SF-Bloom-A,2016,SF,Bloom,A,0,Fertilizer
rhodospirillales,2016-SF-Bloom-B,2016,SF,Bloom,B,0,Fertilizer
rhodospirillales,2016-SF-Bloom-C,2016,SF,Bloom,C,0,Fertilizer
rhodospirillales,2016-SF-Veraison-A,2016,SF,Veraison,A,3,Fertilizer
rhodospirillales,2016-SF-Veraison-B,2016,SF,Veraison,B,0,Fertilizer
rhodospirillales,2016-SF-Veraison-C,2016,SF,Veraison,C,2,Fertilizer
rhodospirillales,2016-SF-Harvest-A,2016,SF,Harvest,A,1,Fertilizer
rhodospirillales,2016-SF-Harvest-B,2016,SF,Harvest,B,1,Fertilizer
rhodospirillales,2016-SF-Harvest-C,2016,SF,Harvest,C,3,Fertilizer
rhodospirillales,2017-HW-Bud-A,2017,HW,Bud,A,2,Crop Cover
rhodospirillales,2017-HW-Bud-B,2017,HW,Bud,B,0,Crop Cover
rhodospirillales,2017-HW-Bud-C,2017,HW,Bud,C,1,Crop Cover
rhodospirillales,2017-LW-Bud-A,2017,LW,Bud,A,1,Crop Cover
rhodospirillales,2017-LW-Bud-B,2017,LW,Bud,B,1,Crop Cover
rhodospirillales,2017-LW-Bud-C,2017,LW,Bud,C,0,Crop Cover
rhodospirillales,2017-NCC-Bud-A,2017,NCC,Bud,A,2,Crop Cover
rhodospirillales,2017-NCC-Bud-B,2017,NCC,Bud,B,2,Crop Cover
rhodospirillales,2017-NCC-Bud-C,2017,NCC,Bud,C,1,Crop Cover
rhodospirillales,2017-OF-Bud-A,2017,OF,Bud,A,2,Fertilizer
rhodospirillales,2017-OF-Bud-B,2017,OF,Bud,B,0,Fertilizer
rhodospirillales,2017-SF-Bud-A,2017,SF,Bud,A,6,Fertilizer
rhodospirillales,2017-SF-Bud-B,2017,SF,Bud,B,4,Fertilizer
rhodospirillales,2017-SF-Bud-C,2017,SF,Bud,C,6,Fertilizer
rhodospirillales,2017-NF-Bud-A,2017,NF,Bud,A,2,Fertilizer
rhodospirillales,2017-NF-Bud-B,2017,NF,Bud,B,2,Fertilizer
rhodospirillales,2017-NF-Bud-C,2017,NF,Bud,C,1,Fertilizer
rhodospirillales,2017-H-Bud-A,2017,H,Bud,A,0,Herbicide
rhodospirillales,2017-H-Bud-B,2017,H,Bud,B,1,Herbicide
rhodospirillales,2017-H-Bud-C,2017,H,Bud,C,0,Herbicide
rhodospirillales,2017-NH-Bud-A,2017,NH,Bud,A,0,Herbicide
rhodospirillales,2017-NH-Bud-B,2017,NH,Bud,B,1,Herbicide
rhodospirillales,2017-NH-Bud-C,2017,NH,Bud,C,1,Herbicide
rhodospirillales,2017-HW-Bloom-A,2017,HW,Bloom,A,0,Crop Cover
rhodospirillales,2017-HW-Bloom-B,2017,HW,Bloom,B,1,Crop Cover
rhodospirillales,2017-HW-Bloom-C,2017,HW,Bloom,C,0,Crop Cover
rhodospirillales,2017-LW-Bloom-A,2017,LW,Bloom,A,1,Crop Cover
rhodospirillales,2017-LW-Bloom-B,2017,LW,Bloom,B,0,Crop Cover
rhodospirillales,2017-LW-Bloom-C,2017,LW,Bloom,C,4,Crop Cover
rhodospirillales,2017-NCC-Bloom-A,2017,NCC,Bloom,A,0,Crop Cover
rhodospirillales,2017-NCC-Bloom-B,2017,NCC,Bloom,B,1,Crop Cover
rhodospirillales,2017-NCC-Bloom-C,2017,NCC,Bloom,C,0,Crop Cover
rhodospirillales,2017-OF-Bloom-A,2017,OF,Bloom,A,0,Fertilizer
rhodospirillales,2017-OF-Bloom-B,2017,OF,Bloom,B,0,Fertilizer
rhodospirillales,2017-OF-Bloom-C,2017,OF,Bloom,C,0,Fertilizer
rhodospirillales,2017-SF-Bloom-A,2017,SF,Bloom,A,0,Fertilizer
rhodospirillales,2017-SF-Bloom-B,2017,SF,Bloom,B,0,Fertilizer
rhodospirillales,2017-SF-Bloom-C,2017,SF,Bloom,C,0,Fertilizer
rhodospirillales,2017-NF-Bloom-A,2017,NF,Bloom,A,0,Fertilizer
rhodospirillales,2017-NF-Bloom-B,2017,NF,Bloom,B,0,Fertilizer
rhodospirillales,2017-NF-Bloom-C,2017,NF,Bloom,C,0,Fertilizer
rhodospirillales,2017-H-Bloom-A,2017,H,Bloom,A,0,Herbicide
rhodospirillales,2017-H-Bloom-B,2017,H,Bloom,B,1,Herbicide
rhodospirillales,2017-H-Bloom-C,2017,H,Bloom,C,0,Herbicide
rhodospirillales,2017-NH-Bloom-A,2017,NH,Bloom,A,0,Herbicide
rhodospirillales,2017-NH-Bloom-B,2017,NH,Bloom,B,0,Herbicide
rhodospirillales,2017-NH-Bloom-C,2017,NH,Bloom,C,1,Herbicide
rhodospirillales,2017-HW-Veraison-A,2017,HW,Veraison,A,0,Crop Cover
rhodospirillales,2017-HW-Veraison-B,2017,HW,Veraison,B,0,Crop Cover
rhodospirillales,2017-HW-Veraison-C,2017,HW,Veraison,C,1,Crop Cover
rhodospirillales,2017-LW-Veraison-A,2017,LW,Veraison,A,0,Crop Cover
rhodospirillales,2017-LW-Veraison-B,2017,LW,Veraison,B,1,Crop Cover
rhodospirillales,2017-LW-Veraison-C,2017,LW,Veraison,C,0,Crop Cover
rhodospirillales,2017-NCC-Veraison-A,2017,NCC,Veraison,A,0,Crop Cover
rhodospirillales,2017-NCC-Veraison-B,2017,NCC,Veraison,B,0,Crop Cover
rhodospirillales,2017-NCC-Veraison-C,2017,NCC,Veraison,C,1,Crop Cover
rhodospirillales,2017-OF-Veraison-A,2017,OF,Veraison,A,1,Fertilizer
rhodospirillales,2017-OF-Veraison-B,2017,OF,Veraison,B,1,Fertilizer
rhodospirillales,2017-OF-Veraison-C,2017,OF,Veraison,C,1,Fertilizer
rhodospirillales,2017-SF-Veraison-A,2017,SF,Veraison,A,1,Fertilizer
rhodospirillales,2017-SF-Veraison-B,2017,SF,Veraison,B,2,Fertilizer
rhodospirillales,2017-SF-Veraison-C,2017,SF,Veraison,C,1,Fertilizer
rhodospirillales,2017-NF-Veraison-A,2017,NF,Veraison,A,0,Fertilizer
rhodospirillales,2017-NF-Veraison-B,2017,NF,Veraison,B,1,Fertilizer
rhodospirillales,2017-NF-Veraison-C,2017,NF,Veraison,C,0,Fertilizer
rhodospirillales,2017-H-Veraison-A,2017,H,Veraison,A,0,Herbicide
rhodospirillales,2017-H-Veraison-B,2017,H,Veraison,B,0,Herbicide
rhodospirillales,2017-H-Veraison-C,2017,H,Veraison,C,0,Herbicide
rhodospirillales,2017-NH-Veraison-A,2017,NH,Veraison,A,0,Herbicide
rhodospirillales,2017-NH-Veraison-B,2017,NH,Veraison,B,0,Herbicide
rhodospirillales,2017-NH-Veraison-C,2017,NH,Veraison,C,0,Herbicide
rhodospirillales,2017-HW-Harvest-A,2017,HW,Harvest,A,0,Crop Cover
rhodospirillales,2017-HW-Harvest-B,2017,HW,Harvest,B,1,Crop Cover
rhodospirillales,2017-HW-Harvest-C,2017,HW,Harvest,C,2,Crop Cover
rhodospirillales,2017-LW-Harvest-A,2017,LW,Harvest,A,0,Crop Cover
rhodospirillales,2017-LW-Harvest-B,2017,LW,Harvest,B,1,Crop Cover
rhodospirillales,2017-LW-Harvest-C,2017,LW,Harvest,C,1,Crop Cover
rhodospirillales,2017-NCC-Harvest-A,2017,NCC,Harvest,A,9,Crop Cover
rhodospirillales,2017-NCC-Harvest-B,2017,NCC,Harvest,B,3,Crop Cover
rhodospirillales,2017-NCC-Harvest-C,2017,NCC,Harvest,C,1,Crop Cover
rhodospirillales,2017-OF-Harvest-A,2017,OF,Harvest,A,1,Fertilizer
rhodospirillales,2017-OF-Harvest-B,2017,OF,Harvest,B,3,Fertilizer
rhodospirillales,2017-OF-Harvest-C,2017,OF,Harvest,C,0,Fertilizer
rhodospirillales,2017-SF-Harvest-A,2017,SF,Harvest,A,4,Fertilizer
rhodospirillales,2017-SF-Harvest-B,2017,SF,Harvest,B,2,Fertilizer
rhodospirillales,2017-SF-Harvest-C,2017,SF,Harvest,C,1,Fertilizer
rhodospirillales,2017-NF-Harvest-A,2017,NF,Harvest,A,5,Fertilizer
rhodospirillales,2017-NF-Harvest-B,2017,NF,Harvest,B,1,Fertilizer
rhodospirillales,2017-NF-Harvest-C,2017,NF,Harvest,C,0,Fertilizer
rhodospirillales,2017-H-Harvest-A,2017,H,Harvest,A,3,Herbicide
rhodospirillales,2017-H-Harvest-B,2017,H,Harvest,B,0,Herbicide
rhodospirillales,2017-H-Harvest-C,2017,H,Harvest,C,0,Herbicide
rhodospirillales,2017-NH-Harvest-A,2017,NH,Harvest,A,0,Herbicide
rhodospirillales,2017-NH-Harvest-B,2017,NH,Harvest,B,2,Herbicide
rhodospirillales,2017-NH-Harvest-C,2017,NH,Harvest,C,0,Herbicide
rhodospirillales,2018-H-Bud-A,2018,H,Bud,A,0,Herbicide
rhodospirillales,2018-H-Bud-B,2018,H,Bud,B,4,Herbicide
rhodospirillales,2018-H-Bud-C,2018,H,Bud,C,1,Herbicide
rhodospirillales,2018-H-Bloom-A,2018,H,Bloom,A,0,Herbicide
rhodospirillales,2018-H-Bloom-B,2018,H,Bloom,B,2,Herbicide
rhodospirillales,2018-H-Bloom-C,2018,H,Bloom,C,11,Herbicide
rhodospirillales,2018-H-Veraison-A,2018,H,Veraison,A,0,Herbicide
rhodospirillales,2018-H-Veraison-B,2018,H,Veraison,B,0,Herbicide
rhodospirillales,2018-H-Veraison-C,2018,H,Veraison,C,0,Herbicide
rhodospirillales,2018-H-Harvest-A,2018,H,Harvest,A,0,Herbicide
rhodospirillales,2018-H-Harvest-B,2018,H,Harvest,B,0,Herbicide
rhodospirillales,2018-H-Harvest-C,2018,H,Harvest,C,1,Herbicide
rhodospirillales,2018-NH-Bud-A,2018,NH,Bud,A,1,Herbicide
rhodospirillales,2018-NH-Bud-B,2018,NH,Bud,B,0,Herbicide
rhodospirillales,2018-NH-Bud-C,2018,NH,Bud,C,2,Herbicide
rhodospirillales,2018-NH-Bloom-A,2018,NH,Bloom,A,0,Herbicide
rhodospirillales,2018-NH-Bloom-C,2018,NH,Bloom,C,0,Herbicide
rhodospirillales,2018-NH-Veraison-A,2018,NH,Veraison,A,1,Herbicide
rhodospirillales,2018-NH-Veraison-B,2018,NH,Veraison,B,2,Herbicide
rhodospirillales,2018-NH-Veraison-C,2018,NH,Veraison,C,1,Herbicide
rhodospirillales,2018-NH-Harvest-A,2018,NH,Harvest,A,0,Herbicide
rhodospirillales,2018-NH-Harvest-B,2018,NH,Harvest,B,1,Herbicide
rhodospirillales,2018-SF-Bud-A,2018,SF,Bud,A,0,Fertilizer
rhodospirillales,2018-SF-Bud-B,2018,SF,Bud,B,1,Fertilizer
rhodospirillales,2018-SF-Bud-C,2018,SF,Bud,C,1,Fertilizer
rhodospirillales,2018-SF-Bloom-A,2018,SF,Bloom,A,0,Fertilizer
rhodospirillales,2018-SF-Bloom-C,2018,SF,Bloom,C,0,Fertilizer
rhodospirillales,2018-SF-Veraison-A,2018,SF,Veraison,A,0,Fertilizer
rhodospirillales,2018-SF-Veraison-B,2018,SF,Veraison,B,2,Fertilizer
rhodospirillales,2018-SF-Veraison-C,2018,SF,Veraison,C,7,Fertilizer
rhodospirillales,2018-SF-Harvest-A,2018,SF,Harvest,A,0,Fertilizer
rhodospirillales,2018-SF-Harvest-B,2018,SF,Harvest,B,0,Fertilizer
rhodospirillales,2018-OF-Bud-A,2018,OF,Bud,A,1,Fertilizer
rhodospirillales,2018-OF-Bud-B,2018,OF,Bud,B,0,Fertilizer
rhodospirillales,2018-OF-Bud-C,2018,OF,Bud,C,4,Fertilizer
rhodospirillales,2018-OF-Bloom-B,2018,OF,Bloom,B,0,Fertilizer
rhodospirillales,2018-OF-Bloom-C,2018,OF,Bloom,C,1,Fertilizer
rhodospirillales,2018-OF-Veraison-A,2018,OF,Veraison,A,0,Fertilizer
rhodospirillales,2018-OF-Veraison-B,2018,OF,Veraison,B,0,Fertilizer
rhodospirillales,2018-OF-Veraison-C,2018,OF,Veraison,C,1,Fertilizer
rhodospirillales,2018-OF-Harvest-A,2018,OF,Harvest,A,3,Fertilizer
rhodospirillales,2018-OF-Harvest-B,2018,OF,Harvest,B,1,Fertilizer
rhodospirillales,2018-OF-Harvest-C,2018,OF,Harvest,C,4,Fertilizer
rhodospirillales,2018-NF-Bud-A,2018,NF,Bud,A,0,Fertilizer
rhodospirillales,2018-NF-Bud-B,2018,NF,Bud,B,1,Fertilizer
rhodospirillales,2018-NF-Bud-C,2018,NF,Bud,C,0,Fertilizer
rhodospirillales,2018-NF-Bloom-A,2018,NF,Bloom,A,0,Fertilizer
rhodospirillales,2018-NF-Bloom-B,2018,NF,Bloom,B,0,Fertilizer
rhodospirillales,2018-NF-Bloom-C,2018,NF,Bloom,C,2,Fertilizer
rhodospirillales,2018-NF-Veraison-A,2018,NF,Veraison,A,0,Fertilizer
rhodospirillales,2018-NF-Veraison-B,2018,NF,Veraison,B,4,Fertilizer
rhodospirillales,2018-NF-Veraison-C,2018,NF,Veraison,C,0,Fertilizer
rhodospirillales,2018-NF-Harvest-A,2018,NF,Harvest,A,0,Fertilizer
rhodospirillales,2018-NF-Harvest-B,2018,NF,Harvest,B,0,Fertilizer
rhodospirillales,2018-NF-Harvest-C,2018,NF,Harvest,C,3,Fertilizer
rhodospirillales,2018-HW-Bud-A,2018,HW,Bud,A,0,Crop Cover
rhodospirillales,2018-HW-Bud-B,2018,HW,Bud,B,1,Crop Cover
rhodospirillales,2018-HW-Bud-C,2018,HW,Bud,C,1,Crop Cover
rhodospirillales,2018-HW-Bloom-A,2018,HW,Bloom,A,6,Crop Cover
rhodospirillales,2018-HW-Bloom-B,2018,HW,Bloom,B,0,Crop Cover
rhodospirillales,2018-HW-Bloom-C,2018,HW,Bloom,C,0,Crop Cover
rhodospirillales,2018-HW-Veraison-A,2018,HW,Veraison,A,0,Crop Cover
rhodospirillales,2018-HW-Veraison-B,2018,HW,Veraison,B,1,Crop Cover
rhodospirillales,2018-HW-Veraison-C,2018,HW,Veraison,C,1,Crop Cover
rhodospirillales,2018-HW-Harvest-A,2018,HW,Harvest,A,3,Crop Cover
rhodospirillales,2018-HW-Harvest-B,2018,HW,Harvest,B,1,Crop Cover
rhodospirillales,2018-HW-Harvest-C,2018,HW,Harvest,C,0,Crop Cover
rhodospirillales,2018-LW-Bud-A,2018,LW,Bud,A,0,Crop Cover
rhodospirillales,2018-LW-Bud-B,2018,LW,Bud,B,0,Crop Cover
rhodospirillales,2018-LW-Bud-C,2018,LW,Bud,C,2,Crop Cover
rhodospirillales,2018-LW-Bloom-A,2018,LW,Bloom,A,2,Crop Cover
rhodospirillales,2018-LW-Bloom-B,2018,LW,Bloom,B,0,Crop Cover
rhodospirillales,2018-LW-Bloom-C,2018,LW,Bloom,C,0,Crop Cover
rhodospirillales,2018-LW-Veraison-A,2018,LW,Veraison,A,1,Crop Cover
rhodospirillales,2018-LW-Veraison-B,2018,LW,Veraison,B,1,Crop Cover
rhodospirillales,2018-LW-Veraison-C,2018,LW,Veraison,C,0,Crop Cover
rhodospirillales,2018-LW-Harvest-A,2018,LW,Harvest,A,6,Crop Cover
rhodospirillales,2018-LW-Harvest-B,2018,LW,Harvest,B,0,Crop Cover
rhodospirillales,2018-LW-Harvest-C,2018,LW,Harvest,C,0,Crop Cover
rhodospirillales,2018-NCC-Bud-A,2018,NCC,Bud,A,0,Crop Cover
rhodospirillales,2018-NCC-Bud-B,2018,NCC,Bud,B,1,Crop Cover
rhodospirillales,2018-NCC-Bud-C,2018,NCC,Bud,C,0,Crop Cover
rhodospirillales,2018-NCC-Bloom-A,2018,NCC,Bloom,A,0,Crop Cover
rhodospirillales,2018-NCC-Bloom-B,2018,NCC,Bloom,B,1,Crop Cover
rhodospirillales,2018-NCC-Bloom-C,2018,NCC,Bloom,C,2,Crop Cover
rhodospirillales,2018-NCC-Veraison-A,2018,NCC,Veraison,A,0,Crop Cover
rhodospirillales,2018-NCC-Veraison-B,2018,NCC,Veraison,B,0,Crop Cover
rhodospirillales,2018-NCC-Veraison-C,2018,NCC,Veraison,C,0,Crop Cover
rhodospirillales,2018-NCC-Harvest-A,2018,NCC,Harvest,A,1,Crop Cover
rhodospirillales,2018-NCC-Harvest-B,2018,NCC,Harvest,B,0,Crop Cover
hyphomicrobiales,2018-NH-Bloom-B,2018,NH,Bloom,B,3,Herbicide
hyphomicrobiales,2018-NH-Harvest-C,2018,NH,Harvest,C,2,Herbicide
hyphomicrobiales,2018-SF-Bloom-B,2018,SF,Bloom,B,0,Fertilizer
hyphomicrobiales,2018-SF-Harvest-C,2018,SF,Harvest,C,0,Fertilizer
hyphomicrobiales,2018-OF-Bloom-A,2018,OF,Bloom,A,2,Fertilizer
hyphomicrobiales,2016-H-Bud-A,2016,H,Bud,A,0,Herbicide
hyphomicrobiales,2016-H-Bud-B,2016,H,Bud,B,0,Herbicide
hyphomicrobiales,2016-H-Bud-C,2016,H,Bud,C,0,Herbicide
hyphomicrobiales,2016-H-Bloom-A,2016,H,Bloom,A,0,Herbicide
hyphomicrobiales,2016-H-Bloom-B,2016,H,Bloom,B,0,Herbicide
hyphomicrobiales,2016-H-Bloom-C,2016,H,Bloom,C,0,Herbicide
hyphomicrobiales,2016-H-Veraison-A,2016,H,Veraison,A,0,Herbicide
hyphomicrobiales,2016-H-Veraison-B,2016,H,Veraison,B,0,Herbicide
hyphomicrobiales,2016-H-Veraison-C,2016,H,Veraison,C,0,Herbicide
hyphomicrobiales,2016-H-Harvest-A,2016,H,Harvest,A,0,Herbicide
hyphomicrobiales,2016-H-Harvest-B,2016,H,Harvest,B,0,Herbicide
hyphomicrobiales,2016-H-Harvest-C,2016,H,Harvest,C,0,Herbicide
hyphomicrobiales,2016-HW-Bud-A,2016,HW,Bud,A,0,Crop Cover
hyphomicrobiales,2016-HW-Bud-B,2016,HW,Bud,B,0,Crop Cover
hyphomicrobiales,2016-HW-Bud-C,2016,HW,Bud,C,0,Crop Cover
hyphomicrobiales,2016-HW-Bloom-A,2016,HW,Bloom,A,0,Crop Cover
hyphomicrobiales,2016-HW-Bloom-B,2016,HW,Bloom,B,0,Crop Cover
hyphomicrobiales,2016-HW-Bloom-C,2016,HW,Bloom,C,0,Crop Cover
hyphomicrobiales,2016-HW-Veraison-A,2016,HW,Veraison,A,0,Crop Cover
hyphomicrobiales,2016-HW-Veraison-B,2016,HW,Veraison,B,0,Crop Cover
hyphomicrobiales,2016-HW-Veraison-C,2016,HW,Veraison,C,0,Crop Cover
hyphomicrobiales,2016-HW-Harvest-A,2016,HW,Harvest,A,0,Crop Cover
hyphomicrobiales,2016-HW-Harvest-B,2016,HW,Harvest,B,0,Crop Cover
hyphomicrobiales,2016-HW-Harvest-C,2016,HW,Harvest,C,0,Crop Cover
hyphomicrobiales,2016-LW-Bud-A,2016,LW,Bud,A,0,Crop Cover
hyphomicrobiales,2016-LW-Bud-B,2016,LW,Bud,B,0,Crop Cover
hyphomicrobiales,2016-LW-Bud-C,2016,LW,Bud,C,0,Crop Cover
hyphomicrobiales,2016-LW-Bloom-A,2016,LW,Bloom,A,0,Crop Cover
hyphomicrobiales,2016-LW-Bloom-B,2016,LW,Bloom,B,0,Crop Cover
hyphomicrobiales,2016-LW-Bloom-C,2016,LW,Bloom,C,0,Crop Cover
hyphomicrobiales,2016-LW-Veraison-A,2016,LW,Veraison,A,0,Crop Cover
hyphomicrobiales,2016-LW-Veraison-B,2016,LW,Veraison,B,0,Crop Cover
hyphomicrobiales,2016-LW-Veraison-C,2016,LW,Veraison,C,0,Crop Cover
hyphomicrobiales,2016-LW-Harvest-A,2016,LW,Harvest,A,0,Crop Cover
hyphomicrobiales,2016-LW-Harvest-B,2016,LW,Harvest,B,0,Crop Cover
hyphomicrobiales,2016-LW-Harvest-C,2016,LW,Harvest,C,0,Crop Cover
hyphomicrobiales,2016-NCC-Bud-A,2016,NCC,Bud,A,0,Crop Cover
hyphomicrobiales,2016-NCC-Bud-B,2016,NCC,Bud,B,0,Crop Cover
